thedate,num,name
2020-04-12,313,Luton
2020-04-12,313,Solihull
2020-04-12,309,Barnsley
2020-04-12,307,Barking and Dagenham
2020-04-12,306,Oldham
2020-04-12,304,"Bristol, City of"
2020-04-12,301,Warrington
2020-04-12,300,Wakefield
2020-04-12,299,Nottingham
2020-04-12,294,North Tyneside
2020-04-12,290,Cornwall and Isles of Scilly
2020-04-12,285,Knowsley
2020-04-12,281,Wigan
2020-04-12,277,Kingston upon Thames
2020-04-12,273,Milton Keynes
2020-04-12,267,Richmond upon Thames
2020-04-12,264,Gateshead
2020-04-12,263,Tameside
2020-04-12,258,Middlesbrough
2020-04-12,251,Rochdale
2020-04-12,239,Central Bedfordshire
2020-04-12,234,Shropshire
2020-04-12,228,Southampton
2020-04-12,227,Wiltshire
2020-04-12,213,Bury
2020-04-12,211,South Gloucestershire
2020-04-12,208,Southend on Sea
2020-04-12,207,Slough
2020-04-12,204,East Riding of Yorkshire
2020-04-12,204,Brighton and Hove
2020-04-12,203,"Bournemouth, Christchurch and Poole"
2020-04-12,198,Doncaster
2020-04-12,192,Dorset
2020-04-12,190,Stoke on Trent
2020-04-12,189,Stockton on Tees
2020-04-12,186,Thurrock
2020-04-12,185,Bedford
2020-04-12,184,Somerset
2020-04-12,183,Halton
2020-04-12,169,Portsmouth
2020-04-12,160,Swindon
2020-04-12,159,Reading
2020-04-12,156,Wokingham
2020-04-12,149,Redcar and Cleveland
2020-04-12,144,West Berkshire
2020-04-12,142,Plymouth
2020-04-12,140,Calderdale
2020-04-12,139,Blackburn with Darwen
2020-04-12,135,Windsor and Maidenhead
2020-04-12,131,Blackpool
2020-04-12,130,Darlington
2020-04-12,125,York
2020-04-12,125,Telford and Wrekin
2020-04-12,125,South Tyneside
2020-04-12,115,Bath and North East Somerset
2020-04-12,112,"Kingston upon Hull, City of"
2020-04-12,112,North Somerset
2020-04-12,103,Bracknell Forest
2020-04-12,101,Peterborough
2020-04-12,98,"Herefordshire, County of"
2020-04-12,96,Torbay
2020-04-12,95,North Lincolnshire
2020-04-12,69,Hartlepool
2020-04-12,64,North East Lincolnshire
2020-04-12,53,Isle of Wight
2020-04-12,9,Rutland
